trade_id,symbol,side,qty,entry_ts,entry_price,exit_ts,exit_price,pnl,fees,return_pct
1,ETHUSD,LONG,4.461795872838818,2026-04-11T14:00:00+00:00,2241.69825,2026-04-11T16:00:00+00:00,2255.9023292800002,53.342014,10.033688,0.6336
2,ETHUSD,SHORT,4.561924907297935,2026-04-12T11:00:00+00:00,2203.30925,2026-04-12T12:00:00+00:00,2205.1889496,-18.630667,10.055619,-0.0853
3,ETHUSD,LONG,4.456108773553035,2026-04-13T20:00:00+00:00,2252.3503800000003,2026-04-13T22:00:00+00:00,2343.6271808,396.499265,10.240088,4.0525
4,ETHUSD,SHORT,4.437019337742167,2026-04-18T20:00:00+00:00,2350.47981,2026-04-19T04:00:00+00:00,2338.32197088,43.542415,10.402152,0.5172
5,ETHUSD,LONG,4.420379814427971,2026-04-22T02:00:00+00:00,2370.12393,2026-04-22T03:00:00+00:00,2359.4960063999997,-57.432817,10.453358,-0.4484
6,ETHUSD,SHORT,4.474986129155087,2026-04-23T12:00:00+00:00,2327.43442,2026-04-23T14:00:00+00:00,2333.12973264,-35.914425,10.427980,-0.2447
7,ETHUSD,LONG,4.4522905112263045,2026-04-26T10:00:00+00:00,2332.1663399999998,2026-04-26T14:00:00+00:00,2332.2710524800004,-9.917505,10.383715,0.0045
8,ETHUSD,SHORT,4.482448042283738,2026-04-27T14:00:00+00:00,2313.3372400000003,2026-04-27T15:00:00+00:00,2282.41719216,128.297393,10.300115,1.3366
9,ETHUSD,LONG,4.489294171458289,2026-04-29T09:00:00+00:00,2339.31777,2026-04-29T12:00:00+00:00,2310.783707568648,-138.535637,10.437837,-1.2198
10,ETHUSD,SHORT,4.571980159304646,2026-04-29T16:00:00+00:00,2265.79675,2026-04-29T18:00:00+00:00,2236.99771008,121.375296,10.293343,1.2710
11,ETHUSD,LONG,4.557564110205847,2026-05-01T12:00:00+00:00,2300.51001,2026-05-01T13:00:00+00:00,2304.00470688,5.434620,10.492686,0.1519
12,ETHUSD,SHORT,4.463574052536926,2026-05-06T23:00:00+00:00,2349.23006,2026-05-07T00:00:00+00:00,2346.3371736,2.433107,10.479506,0.1231
13,ETHUSD,LONG,4.504677541173596,2026-05-09T17:00:00+00:00,2329.2657600000002,2026-05-10T01:00:00+00:00,2318.6833705599997,-58.139008,10.468756,-0.4543
14,ETHUSD,SHORT,4.519594519576421,2026-05-12T03:00:00+00:00,2307.78835,2026-05-12T13:00:00+00:00,2286.19794816,87.198384,10.381478,0.9355
15,ETHUSD,LONG,4.5815868269400495,2026-05-14T21:00:00+00:00,2296.50921,2026-05-14T23:00:00+00:00,2281.54040064,-79.068266,10.487366,-0.6518
16,ETHUSD,SHORT,4.615394619301691,2026-05-15T04:00:00+00:00,2261.64758,2026-05-15T05:00:00+00:00,2254.590828,22.147584,10.422111,0.3120
17,ETHUSD,LONG,4.8888518070693046,2026-05-21T01:00:00+00:00,2140.5280199999997,2026-05-21T06:00:00+00:00,2130.34024672,-60.246335,10.439821,-0.4759
18,ETHUSD,SHORT,4.92036299102586,2026-05-21T11:00:00+00:00,2113.72717,2026-05-21T13:00:00+00:00,2121.40739664,-48.208703,10.419200,-0.3633
19,ETHUSD,LONG,4.84349279142244,2026-05-21T20:00:00+00:00,2138.17755,2026-05-22T06:00:00+00:00,2123.1992751999996,-82.867140,10.319974,-0.7005
20,ETHUSD,SHORT,4.841645843585463,2026-05-22T08:00:00+00:00,2121.02571,2026-05-22T12:00:00+00:00,2135.42139888,-80.002932,10.304105,-0.6787
21,ETHUSD,LONG,4.809148310839912,2026-05-24T04:00:00+00:00,2119.5738300000003,2026-05-24T13:00:00+00:00,2113.43002944,-39.725020,10.178572,-0.2899
22,ETHUSD,SHORT,4.840078965934459,2026-05-25T02:00:00+00:00,2096.98052,2026-05-25T05:00:00+00:00,2108.19995568,-64.479657,10.176703,-0.5350
23,ETHUSD,LONG,4.78526623768228,2026-05-25T06:00:00+00:00,2108.3715899999997,2026-05-25T16:00:00+00:00,2123.9431264,64.387571,10.126376,0.7386
24,ETHUSD,SHORT,4.834272840023956,2026-05-26T05:00:00+00:00,2099.48002,2026-05-26T10:00:00+00:00,2125.098714996048,-134.059145,10.211383,-1.2202
25,ETHUSD,LONG,4.725091574364041,2026-05-26T11:00:00+00:00,2120.4740100000004,2026-05-26T13:00:00+00:00,2113.43002944,-43.286245,10.002792,-0.3322
26,ETHUSD,SHORT,4.798953111472639,2026-05-26T16:00:00+00:00,2077.98432,2026-05-26T17:00:00+00:00,2070.3419856,26.721393,9.953812,0.3678
27,ETHUSD,LONG,4.935652332938529,2026-05-30T20:00:00+00:00,2026.65525,2026-05-31T09:00:00+00:00,2021.09330048,-37.440989,9.989140,-0.2744
28,ETHUSD,SHORT,4.964584458968787,2026-05-31T14:00:00+00:00,2006.49862,2026-05-31T21:00:00+00:00,2009.3457888,-24.103509,9.968499,-0.1419
29,ETHUSD,LONG,5.883517945575005,2026-06-07T23:00:00+00:00,1689.68787,2026-06-08T00:00:00+00:00,1696.77417728,31.730261,9.962155,0.4194
30,ETHUSD,SHORT,6.083804449368975,2026-06-09T22:00:00+00:00,1638.62221,2026-06-10T00:00:00+00:00,1641.8058955200001,-29.347662,9.978742,-0.1943
31,ETHUSD,LONG,5.967946478139817,2026-06-11T11:00:00+00:00,1666.18317,2026-06-11T12:00:00+00:00,1645.859734165608,-131.172225,9.883047,-1.2198
32,ETHUSD,SHORT,5.90462318140534,2026-06-14T17:00:00+00:00,1661.1677,2026-06-14T20:00:00+00:00,1671.5982528000002,-71.427847,9.839364,-0.6279
33,ETHUSD,LONG,5.670181397587138,2026-06-14T21:00:00+00:00,1717.9435199999998,2026-06-14T22:00:00+00:00,1714.27947552,-30.506460,9.730663,-0.2133
34,ETHUSD,SHORT,5.585270880572103,2026-06-17T21:00:00+00:00,1737.90235,2026-06-17T22:00:00+00:00,1739.14776,-16.666086,9.710133,-0.0717
35,ETHUSD,LONG,5.570875713511853,2026-06-20T15:00:00+00:00,1740.09795,2026-06-20T17:00:00+00:00,1725.8835542400002,-88.840908,9.654276,-0.8169
36,ETHUSD,SHORT,5.6276899404406295,2026-06-21T23:00:00+00:00,1706.05872,2026-06-22T00:00:00+00:00,1726.876730924928,-126.817059,9.659748,-1.2202
37,ETHUSD,LONG,5.457425164451746,2026-06-22T02:00:00+00:00,1736.74728,2026-06-22T03:00:00+00:00,1726.4786352,-65.490509,9.450148,-0.5913
38,ETHUSD,SHORT,5.493903819076901,2026-06-23T05:00:00+00:00,1712.60741,2026-06-23T06:00:00+00:00,1693.82909808,93.808922,9.357317,1.0965
39,ETHUSD,LONG,5.840174179968841,2026-06-29T17:00:00+00:00,1627.77549,2026-06-29T21:00:00+00:00,1614.9009552,-84.658423,9.468898,-0.7909
40,ETHUSD,SHORT,6.012595293194355,2026-06-30T13:00:00+00:00,1566.3866600000001,2026-06-30T14:00:00+00:00,1573.2481867200001,-50.694260,9.438677,-0.4380
41,ETHUSD,LONG,5.785980847116611,2026-07-01T15:00:00+00:00,1619.62386,2026-07-01T16:00:00+00:00,1614.9009552,-36.684086,9.357449,-0.2916
42,ETHUSD,SHORT,5.330603855322141,2026-07-08T03:00:00+00:00,1750.39985,2026-07-08T07:00:00+00:00,1755.0009300000002,-33.869486,9.342951,-0.2629
