trade_id,symbol,side,qty,entry_ts,entry_price,exit_ts,exit_price,pnl,fees,return_pct
1,ETHUSD,LONG,4.453549478934711,2026-04-11T11:00:00+00:00,2245.84908,2026-04-11T16:00:00+00:00,2255.9023292800002,34.748257,10.024386,0.4476
2,ETHUSD,SHORT,4.511012927296471,2026-04-13T17:00:00+00:00,2224.0551,2026-04-13T19:00:00+00:00,2251.1939099522397,-132.517476,10.093953,-1.2202
3,ETHUSD,LONG,4.288443637503138,2026-04-16T14:00:00+00:00,2309.51181,2026-04-16T15:00:00+00:00,2329.9899088,77.871052,9.948121,0.8867
4,ETHUSD,SHORT,4.228140074932238,2026-04-26T22:00:00+00:00,2359.92792,2026-04-26T23:00:00+00:00,2374.71804864,-72.544109,10.009373,-0.6267
5,ETHUSD,LONG,4.273722732265096,2026-04-27T08:00:00+00:00,2318.71365,2026-04-27T13:00:00+00:00,2305.3436390399997,-67.020689,9.880969,-0.5766
6,ETHUSD,SHORT,4.226308638948392,2026-05-03T20:00:00+00:00,2327.9343200000003,2026-05-03T21:00:00+00:00,2332.2223512,-27.970174,9.847630,-0.1842
7,ETHUSD,LONG,4.268931898296192,2026-05-07T17:00:00+00:00,2299.0597199999997,2026-05-07T21:00:00+00:00,2284.6149856,-71.447285,9.783698,-0.6283
8,ETHUSD,SHORT,4.214107233847409,2026-05-09T04:00:00+00:00,2311.0876900000003,2026-05-09T15:00:00+00:00,2317.0993272,-35.085522,9.751838,-0.2601
9,ETHUSD,LONG,4.246044907648543,2026-05-12T11:00:00+00:00,2286.35718,2026-05-12T13:00:00+00:00,2275.24246048,-56.877977,9.684378,-0.4861
10,ETHUSD,SHORT,4.416392922953004,2026-05-17T05:00:00+00:00,2184.4130299999997,2026-05-17T19:00:00+00:00,2193.04012032,-47.766897,9.666277,-0.3949
11,ETHUSD,LONG,4.529811842103289,2026-05-21T13:00:00+00:00,2120.02392,2026-05-21T15:00:00+00:00,2119.77755968,-10.718717,9.602751,-0.0116
12,ETHUSD,SHORT,4.532881398597107,2026-05-25T09:00:00+00:00,2115.3768400000004,2026-05-25T14:00:00+00:00,2128.51521792,-69.173239,9.618530,-0.6211
13,ETHUSD,LONG,4.631641602620434,2026-05-27T18:00:00+00:00,2056.16115,2026-05-27T21:00:00+00:00,2031.08091875676,-125.627963,9.465320,-1.2198
14,ETHUSD,SHORT,5.501094415664291,2026-06-20T00:00:00+00:00,1707.6584,2026-06-20T05:00:00+00:00,1728.49593086016,-124.080529,9.451305,-1.2202
15,ETHUSD,LONG,5.374326879552007,2026-06-21T12:00:00+00:00,1725.54504,2026-06-21T18:00:00+00:00,1722.7593792,-24.237209,9.266158,-0.1614
16,ETHUSD,SHORT,5.86382899928593,2026-06-26T16:00:00+00:00,1576.73459,2026-06-26T17:00:00+00:00,1588.77449136,-79.880925,9.281002,-0.7636
17,ETHUSD,LONG,5.80894094449764,2026-06-27T22:00:00+00:00,1578.51564,2026-06-28T02:00:00+00:00,1567.88955936,-70.864916,9.138641,-0.6732
18,ETHUSD,SHORT,5.611674953086995,2026-07-01T22:00:00+00:00,1620.72579,2026-07-01T23:00:00+00:00,1620.5832518400002,-8.294709,9.094586,0.0088
19,ETHUSD,LONG,5.173332749397399,2026-07-08T02:00:00+00:00,1757.15136,2026-07-08T03:00:00+00:00,1748.5462208,-53.585318,9.068070,-0.4897
