ts,equity,cash,position_value
2026-04-09T08:00:00+00:00,10000.000000,10000.000000,0.000000
2026-04-09T09:00:00+00:00,10000.000000,10000.000000,0.000000
2026-04-09T10:00:00+00:00,10000.000000,10000.000000,0.000000
2026-04-09T11:00:00+00:00,10000.000000,10000.000000,0.000000
2026-04-09T12:00:00+00:00,10000.000000,10000.000000,0.000000
2026-04-09T13:00:00+00:00,9993.001000,-2.999000,10000.000000
2026-04-09T14:00:00+00:00,9944.154306,9944.154306,0.000000
2026-04-09T15:00:00+00:00,9944.154306,9944.154306,0.000000
2026-04-09T16:00:00+00:00,9944.154306,9944.154306,0.000000
2026-04-09T17:00:00+00:00,9937.192404,-6.961902,9944.154306
2026-04-09T18:00:00+00:00,9854.061567,9854.061567,0.000000
2026-04-09T19:00:00+00:00,9854.061567,9854.061567,0.000000
2026-04-09T20:00:00+00:00,9854.061567,9854.061567,0.000000
2026-04-09T21:00:00+00:00,9854.061567,9854.061567,0.000000
2026-04-09T22:00:00+00:00,9854.061567,9854.061567,0.000000
2026-04-09T23:00:00+00:00,9854.061567,9854.061567,0.000000
2026-04-10T00:00:00+00:00,9854.061567,9854.061567,0.000000
2026-04-10T01:00:00+00:00,9854.061567,9854.061567,0.000000
2026-04-10T02:00:00+00:00,9847.164709,-2.955233,9854.061567
2026-04-10T03:00:00+00:00,9860.222708,-2.955233,9841.003568
2026-04-10T04:00:00+00:00,9803.433382,-6.868192,9810.301574
2026-04-10T05:00:00+00:00,9809.690237,-6.868192,9816.558429
2026-04-10T06:00:00+00:00,9745.427575,-2.924701,9752.253177
2026-04-10T07:00:00+00:00,9775.098161,-2.924701,9722.582591
2026-04-10T08:00:00+00:00,9748.104620,-2.924701,9749.576131
2026-04-10T09:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-10T10:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-10T11:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-10T12:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-10T13:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-10T14:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-10T15:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-10T16:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-10T17:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-10T18:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-10T19:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-10T20:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-10T21:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-10T22:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-10T23:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-11T00:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-11T01:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-11T02:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-11T03:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-11T04:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-11T05:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-11T06:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-11T07:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-11T08:00:00+00:00,9705.983284,9705.983284,0.000000
2026-04-11T09:00:00+00:00,9699.188125,-6.795159,9705.983284
2026-04-11T10:00:00+00:00,9684.691572,-6.795159,9691.486730
2026-04-11T11:00:00+00:00,9577.921186,9577.921186,0.000000
2026-04-11T12:00:00+00:00,9577.921186,9577.921186,0.000000
2026-04-11T13:00:00+00:00,9577.921186,9577.921186,0.000000
2026-04-11T14:00:00+00:00,9577.921186,9577.921186,0.000000
2026-04-11T15:00:00+00:00,9577.921186,9577.921186,0.000000
2026-04-11T16:00:00+00:00,9577.921186,9577.921186,0.000000
2026-04-11T17:00:00+00:00,9577.921186,9577.921186,0.000000
2026-04-11T18:00:00+00:00,9577.921186,9577.921186,0.000000
2026-04-11T19:00:00+00:00,9577.921186,9577.921186,0.000000
2026-04-11T20:00:00+00:00,9577.921186,9577.921186,0.000000
2026-04-11T21:00:00+00:00,9577.921186,9577.921186,0.000000
2026-04-11T22:00:00+00:00,9577.921186,9577.921186,0.000000
2026-04-11T23:00:00+00:00,9577.921186,9577.921186,0.000000
2026-04-12T00:00:00+00:00,9577.921186,9577.921186,0.000000
2026-04-12T01:00:00+00:00,9577.921186,9577.921186,0.000000
2026-04-12T02:00:00+00:00,9577.921186,9577.921186,0.000000
2026-04-12T03:00:00+00:00,9571.217599,-2.872419,9577.921186
2026-04-12T04:00:00+00:00,9578.574911,-2.872419,9570.563875
2026-04-12T05:00:00+00:00,9556.502976,-2.872419,9592.635809
2026-04-12T06:00:00+00:00,9561.263590,-2.872419,9587.875196
2026-04-12T07:00:00+00:00,9552.607929,-2.872419,9596.530856
2026-04-12T08:00:00+00:00,9570.352033,-2.872419,9578.786752
2026-04-12T09:00:00+00:00,9569.486467,-2.872419,9579.652318
2026-04-12T10:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-12T11:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-12T12:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-12T13:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-12T14:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-12T15:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-12T16:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-12T17:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-12T18:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-12T19:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-12T20:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-12T21:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-12T22:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-12T23:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-13T00:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-13T01:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-13T02:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-13T03:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-13T04:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-13T05:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-13T06:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-13T07:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-13T08:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-13T09:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-13T10:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-13T11:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-13T12:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-13T13:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-13T14:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-13T15:00:00+00:00,9575.800051,9575.800051,0.000000
2026-04-13T16:00:00+00:00,9575.800051,9575.800051,0.000000
