trade_id,symbol,side,qty,entry_ts,entry_price,exit_ts,exit_price,pnl,fees,return_pct
1,ETHUSD,SHORT,4.619577770591769,2026-04-09T13:00:00+00:00,2164.2670599999997,2026-04-09T14:00:00+00:00,2174.1867504,-55.845694,10.020912,-0.4583
2,ETHUSD,LONG,4.474410810747767,2026-04-09T17:00:00+00:00,2222.8944899999997,2026-04-09T18:00:00+00:00,2204.9733171199996,-90.092739,9.906050,-0.8062
3,ETHUSD,SHORT,4.502758375507073,2026-04-10T02:00:00+00:00,2188.0123099999996,2026-04-10T04:00:00+00:00,2195.5390199999997,-43.759993,9.869036,-0.3440
4,ETHUSD,LONG,4.469182075601626,2026-04-10T04:00:00+00:00,2195.5390199999997,2026-04-10T06:00:00+00:00,2184.74056448,-58.048397,9.788134,-0.4918
5,ETHUSD,SHORT,4.461742274640936,2026-04-10T06:00:00+00:00,2185.31285,2026-04-10T09:00:00+00:00,2193.4938110400003,-46.269893,9.768553,-0.3744
6,ETHUSD,LONG,4.327329313484938,2026-04-11T09:00:00+00:00,2243.39859,2026-04-11T11:00:00+00:00,2216.034511358616,-128.062097,9.648718,-1.2198
7,ETHUSD,SHORT,4.327830277099614,2026-04-12T03:00:00+00:00,2212.65738,2026-04-12T10:00:00+00:00,2210.93569872,-2.121136,9.572280,0.0778
8,ETHUSD,LONG,4.290713588256045,2026-04-13T18:00:00+00:00,2232.19635,2026-04-13T19:00:00+00:00,2249.8523395199995,66.141201,9.615594,0.7910
9,ETHUSD,SHORT,4.178251143427436,2026-04-16T13:00:00+00:00,2307.18847,2026-04-16T14:00:00+00:00,2302.12753344,11.516424,9.629440,0.2194
10,ETHUSD,LONG,3.9754793267447996,2026-04-17T21:00:00+00:00,2428.73565,2026-04-17T22:00:00+00:00,2421.235656,-39.456551,9.640480,-0.3088
11,ETHUSD,SHORT,4.098039694688489,2026-04-18T18:00:00+00:00,2345.5308,2026-04-19T04:00:00+00:00,2338.32197088,19.944761,9.597307,0.3073
12,ETHUSD,LONG,4.159734837796032,2026-04-20T17:00:00+00:00,2316.4632,2026-04-20T18:00:00+00:00,2324.0886892800004,22.068281,9.651733,0.3292
13,ETHUSD,SHORT,4.202012300123435,2026-04-21T14:00:00+00:00,2297.49041,2026-04-21T15:00:00+00:00,2308.0255128,-53.944849,9.676217,-0.4585
